region_code,region_name,division_code,division_name,state_abbr,state_code,state_name,year,popestimate,npopchg,births,deaths,naturalinc,internationalmig,domesticmig,netmig,residual,rbirth,rdeath,rnaturalinc,rinternationalmig,rdomesticmig,rnetmig,percap_real_inc,employment_10,employment_20,employment_40,employment_50,employment_60,employment_70,employment_80,employment_90,employment_100,employment_200,employment_300,employment_400,employment_500,employment_600,employment_700,employment_800,employment_900,employment_1000,employment_1100,employment_1200,employment_1300,employment_1400,employment_1500,employment_1600,employment_1700,employment_1800,employment_1900,employment_2000,employment_2001,employment_2002,employment_2010,employment_2011,employment_2012
2,Midwest,3,East North Central,IL,17,Illinois,2019,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,11.364411,8.6634741,2.7009368,1.5128239,-8.2682772,-6.7554531,44582,7613484,6043531,1569953,62246,1507707,73956,7539528,6664575,14224,28753,24972,320072,600203,328849,714938,340867,118993,474056,291445,548594,109977,545868,211526,861985,158896,505937,464420,874953,79942,41532,753479,152155,601324
3,South,6,East South Central,KY,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,40313,2325249,1862282,462967,72174,390793,84820,2240429,1866674,13151,29672,6806,126385,219738,78134,245437,99352,31805,100326,75398,105932,21474,116600,37112,242219,35543,157525,124065,373755,39393,54773,279589,100496,179093
3,South,6,East South Central,KY,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,40313,2300593,1881168,419425,76935,342490,96919,2203674,1854978,12552,22675,6619,136256,269426,79752,259110,97036,32693,85958,64061,92030,16695,118443,32553,220964,31812,151587,124756,348696,36483,46721,265492,93030,172462
3,South,6,East South Central,KY,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,40313,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,6,East South Central,KY,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,40313,2407562,1923075,484487,69237,415250,82880,2324682,1957278,13133,27195,6776,117481,237257,79962,248493,103899,31032,104425,80651,106745,22349,145851,40003,257228,38085,168429,128284,367404,37750,53700,275954,100323,175631
3,South,6,East South Central,KY,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,40313,2337821,1904668,433153,75720,357433,91250,2246571,1892896,12730,24635,6739,140178,267920,80704,260505,101760,33277,87767,69236,94099,17116,124061,34235,225760,32606,154693,124875,353675,36676,49155,267844,93481,174363
3,South,6,East South Central,KY,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,40313,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,6,East South Central,KY,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,40313,2374830,1930624,444206,74111,370095,89393,2285437,1925162,12779,26845,6791,139950,266839,82275,259700,103311,33616,91583,72686,96844,17517,131487,34975,230087,33576,158532,125769,360275,37088,50333,272854,96114,176740
3,South,7,West South Central,LA,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,46775,2501135,2011614,489521,24802,464719,32790,2468345,2079207,18147,60444,9707,200716,164375,82065,269309,94573,32839,88176,96672,128516,24029,145391,41616,248333,49716,173952,150631,389138,31537,36245,321356,108134,213222
3,South,7,West South Central,LA,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,46775,2550836,2035781,515055,24769,490286,32545,2518291,2117277,18490,71480,9804,198008,159466,81920,267158,94871,33736,94497,100127,132898,27141,146206,43444,258652,51897,177348,150134,401014,31657,36753,332604,112891,219713
3,South,7,West South Central,LA,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,46775,2529953,1995691,534262,24713,509549,33600,2496353,2089961,18187,67663,9905,190024,150233,78257,263978,89888,29718,99964,99050,129398,27656,142696,45176,267618,47948,181068,151534,406392,32150,36356,337886,113578,224308
3,South,7,West South Central,LA,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,46775,2418747,2004485,414262,23652,390610,30828,2387919,1971318,18747,55350,10104,169411,162158,80996,266562,90533,33778,89830,79279,113704,22868,124593,42361,238408,51875,174252,146509,416601,35160,42377,339064,116099,222965
3,South,7,West South Central,LA,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,46775,2399216,2001044,398172,24596,373576,33914,2365302,1950935,21787,54426,10211,165427,166754,82484,267627,90936,33285,88374,76188,112288,23733,121821,41577,228515,52905,167878,144719,414367,35280,41861,337226,116112,221114
3,South,7,West South Central,LA,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,46775,2684755,2067229,617526,23683,593843,29869,2654886,2287792,20162,81488,9176,193600,156619,84188,274665,103037,31983,105939,115762,142800,29219,155372,54614,298636,55067,209558,165907,367094,30020,38490,298584,83947,214637
3,South,7,West South Central,LA,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
1,Northeast,1,New England,MA,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224072,8.5028553,1.7212169,4.1271458,-4.3954549,-.26830947,52421,4175311,3338324,836987,6519,830468,10538,4164773,3714000,,,10952,195903,265566,134634,396776,94738,97422,271356,173879,393724,60140,217375,214807,576800,103420,282043,212124,450773,48386,20883,381504,125085,256419
1,Northeast,1,New England,MA,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224072,8.5028553,1.7212169,4.1271458,-4.3954549,-.26830947,52421,4353568,3474851,878717,6620,872097,11686,4341882,3886146,9830,3583,10909,213264,263948,134847,401036,102504,99398,270908,179178,415556,65980,228320,226768,632194,108733,299034,220156,455736,46284,20281,389171,125291,263880
1,Northeast,1,New England,MA,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224072,8.5028553,1.7212169,4.1271458,-4.3954549,-.26830947,52421,4021589,3386304,635285,5742,629543,10594,4010995,3553398,,,11290,215748,359935,145203,410226,95194,109471,230558,125958,344990,68724,203161,189008,481069,87647,255369,205368,457597,53231,22881,381485,120532,260953
1,Northeast,1,New England,MA,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224072,8.5028553,1.7212169,4.1271458,-4.3954549,-.26830947,52421,4110415,3358714,751701,5235,746466,8890,4101525,3659048,11079,2861,10204,238773,309679,148700,408029,93821,99824,231344,155738,371918,63423,223876,201515,514767,95260,264666,213571,442477,49476,20222,372779,116227,256552
1,Northeast,1,New England,MA,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224072,8.5028553,1.7212169,4.1271458,-4.3954549,-.26830947,52421,4709906,3674654,1035252,6292,1028960,11021,4698885,4234911,10331,3749,13419,248872,260841,137664,415323,153201,104597,282835,200454,462630,69226,249664,242652,691348,124378,323418,240309,463974,46309,19710,397955,126624,271331
1,Northeast,1,New England,MA,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224072,8.5028553,1.7212169,4.1271458,-4.3954549,-.26830947,52421,4115539,3300874,814665,6511,808154,10187,4105352,3650838,,,11069,192139,265144,133608,391694,92628,97857,257885,166621,388270,58981,214486,212955,569898,102004,273733,207677,454514,51071,20525,382918,124689,258229
1,Northeast,1,New England,MA,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224072,8.5028553,1.7212169,4.1271458,-4.3954549,-.26830947,52421,4936751,3822709,1114042,6195,1107847,10432,4926319,4458040,10463,2353,12646,265058,258974,137957,423848,189545,108251,291369,221265,510281,77496,254270,253917,712571,135007,339047,253722,468279,46226,19363,402690,126561,276129
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1643860,1330265,313595,2728,310867,4716,1639144,1470255,1627,15385,4731,154566,54359,44251,168248,57207,20977,80318,103815,89239,18970,109132,11801,100387,50770,316622,67850,168889,17100,14672,137117,33324,103793
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1664658,1292235,372423,3389,369034,5438,1659220,1490755,1669,19968,4271,86477,47751,42716,173489,72811,19043,85012,98661,92440,27036,118004,16372,129052,51582,322317,82084,168465,18564,17438,132463,35203,97260
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1847969,1419789,428180,2982,425198,5103,1842866,1665179,1978,18355,4393,108503,61598,43048,180565,108072,21643,91043,107155,103781,33763,133274,18547,148637,58847,330764,91213,177687,19305,18335,140047,36615,103432
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1608494,1249531,358963,3435,355528,5544,1602950,1436596,1760,20074,4098,79684,46739,41720,168986,64047,19512,81911,95934,88523,24713,111397,16014,123387,53065,316993,78039,166354,18113,18149,130092,33745,96347
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1501839,1161009,340830,3388,337442,5368,1496471,1329932,1686,18018,4346,68320,42571,37627,155180,56069,17615,87206,95627,81850,21401,100631,13991,113017,48739,296930,69108,166539,17744,17848,130947,35185,95762
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1353123,1122817,230306,2776,227530,5107,1348016,1201788,1418,11626,5171,117943,46768,37818,144622,42756,19286,67175,69980,69652,9307,85772,7539,83178,44159,282522,55096,146228,16836,13527,115865,29083,86782
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1604488,1316861,287627,2641,284986,4907,1599581,1437683,1476,13966,4779,163998,54149,43774,164613,53006,20053,74084,99027,84472,16758,109833,10620,94973,48610,314950,64542,161898,17058,14053,130787,32171,98616
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,482505,375055,107450,26867,80583,31998,450507,369310,3558,6348,3373,27759,27391,20448,54563,14901,8408,22353,14099,18675,4254,17543,5072,56497,6644,31732,25692,81197,9746,11403,60048,23377,36671
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,576908,450702,126206,23817,102389,28666,548242,459116,4788,23100,4025,41093,26287,25673,60343,22843,7486,27372,23805,23144,5824,17858,6497,66041,8168,37518,27251,89126,9433,11610,68083,24874,43209
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,586904,456960,129944,23077,106867,28484,558420,469410,5240,25689,3526,37527,28275,25568,57219,26336,6981,28454,26035,23863,4110,18395,6661,70307,10007,37966,27251,89010,9320,11872,67818,23386,44432
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,443699,347433,96266,26833,69433,30517,413182,332797,3259,4121,3388,23108,24524,18870,51882,13464,8491,20126,10751,15051,3039,15256,4629,52708,6102,29164,24864,80385,10098,12620,57667,21888,35779
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,573075,447469,125606,23301,102305,28538,544537,456039,4931,24261,3884,36208,26451,25189,59438,23614,7374,27069,24454,22970,5736,18156,6458,66543,8549,37674,27080,88498,9426,11662,67410,24133,43277
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,503813,392040,111773,26923,84850,31652,472161,387382,4401,13858,3502,29925,23815,22116,53725,16793,8152,24416,16761,18884,4517,16413,5786,59475,7080,32902,24861,84779,10194,11661,62924,24385,38539
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,471138,369207,101931,25615,76316,30226,440912,359308,3262,5714,3291,26779,27131,20187,54836,14398,8285,20883,13054,17796,3887,17017,5156,55115,6418,30626,25473,81604,10001,11706,59897,23279,36618
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,608905,497535,111370,942,110428,1469,607436,532776,1915,528,1208,32731,49821,18605,58623,12630,12269,34364,25252,37840,9614,31190,27811,86138,14828,45517,31892,74660,9999,7460,57201,21377,35824
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,656527,516468,140059,933,139126,1418,655109,580853,,,1516,32681,42015,18440,57028,20837,7623,38580,31371,43764,14259,37647,34309,90516,16996,55589,35399,74256,11193,6734,56329,23504,32825
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,613133,491546,121587,987,120600,1602,611531,539662,,,1210,28453,43148,19351,56117,12992,10528,34894,27836,38952,12569,34198,29337,88942,16461,49208,32983,71869,10242,7300,54327,21429,32898
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,648015,512429,135586,934,134652,1415,646600,573740,,,1667,31695,42635,18310,57587,19511,7628,38075,30423,42972,14348,37692,33902,89059,17731,53380,34866,72860,11115,6754,54991,22081,32910
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,637946,506508,131438,885,130553,1379,636567,564524,,,1510,,42753,18270,57633,17865,7948,37948,29691,42256,14353,36790,32149,88836,17596,52072,33717,72043,10906,6848,54289,21672,32617
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,588132,498821,89311,766,88545,1426,586706,509146,,,,,64402,18029,61561,,12300,31205,19363,32990,6990,29531,23717,76584,13032,43175,31128,77560,10282,8648,58630,22298,36332
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,594108,502188,91920,725,91195,1402,592706,514839,1928,438,1217,31478,60313,18132,62124,12406,12241,31615,20655,33699,8061,29185,23434,78873,13108,44463,31469,77867,10216,8682,58969,21987,36982
