region_code,region_name,division_code,division_name,state_abbr,state_code,state_name,year,race,povrate15,childpovrate15,obese_pct,highbloodpress_pct,diabetes_pct,foodinsec_15_17,popestimate,npopchg,births,deaths,naturalinc,internationalmig,domesticmig,netmig,residual,rbirth,rdeath,rnaturalinc,rinternationalmig,rdomesticmig,rnetmig,percap_real_inc,employment_10,employment_20,employment_40,employment_50,employment_60,employment_70,employment_80,employment_90,employment_100,employment_200,employment_300,employment_400,employment_500,employment_600,employment_700,employment_800,employment_900,employment_1000,employment_1100,employment_1200,employment_1300,employment_1400,employment_1500,employment_1600,employment_1700,employment_1800,employment_1900,employment_2000,employment_2001,employment_2002,employment_2010,employment_2011,employment_2012
2,Midwest,4,West North Central,IA,19,Iowa,2018,4,11.71212121212121,15.80909090909091,25,,,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,2075928,1638255,437673,70045,367628,86982,1988946,1718134,16555,3810,6742,116697,229746,71226,219726,81821,26603,136441,74540,83468,21707,88375,45439,218821,37456,132395,106566,270812,17633,11440,241739,67741,173998
2,Midwest,4,West North Central,IA,19,Iowa,2018,5,11.71212121212121,15.80909090909091,,,,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,2075928,1638255,437673,70045,367628,86982,1988946,1718134,16555,3810,6742,116697,229746,71226,219726,81821,26603,136441,74540,83468,21707,88375,45439,218821,37456,132395,106566,270812,17633,11440,241739,67741,173998
2,Midwest,4,West North Central,IA,19,Iowa,2018,6,11.71212121212121,15.80909090909091,39.8,,,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,2075928,1638255,437673,70045,367628,86982,1988946,1718134,16555,3810,6742,116697,229746,71226,219726,81821,26603,136441,74540,83468,21707,88375,45439,218821,37456,132395,106566,270812,17633,11440,241739,67741,173998
2,Midwest,4,West North Central,IA,19,Iowa,2018,7,11.71212121212121,15.80909090909091,37.1,,,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,2075928,1638255,437673,70045,367628,86982,1988946,1718134,16555,3810,6742,116697,229746,71226,219726,81821,26603,136441,74540,83468,21707,88375,45439,218821,37456,132395,106566,270812,17633,11440,241739,67741,173998
2,Midwest,4,West North Central,KS,20,Kansas,2018,1,12.69619047619048,17.71809523809523,33.7,,,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,1926040,1497980,428060,50554,377506,63218,1862822,1565250,11103,32021,6639,92985,171778,64744,183319,75312,23165,102815,72631,110504,28864,102062,28743,204011,33837,121900,98817,297572,25242,32242,240088,59074,181014
2,Midwest,4,West North Central,KS,20,Kansas,2018,2,12.69619047619048,17.71809523809523,41,,,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,1926040,1497980,428060,50554,377506,63218,1862822,1565250,11103,32021,6639,92985,171778,64744,183319,75312,23165,102815,72631,110504,28864,102062,28743,204011,33837,121900,98817,297572,25242,32242,240088,59074,181014
2,Midwest,4,West North Central,KS,20,Kansas,2018,3,12.69619047619048,17.71809523809523,45,,,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,1926040,1497980,428060,50554,377506,63218,1862822,1565250,11103,32021,6639,92985,171778,64744,183319,75312,23165,102815,72631,110504,28864,102062,28743,204011,33837,121900,98817,297572,25242,32242,240088,59074,181014
2,Midwest,4,West North Central,KS,20,Kansas,2018,4,12.69619047619048,17.71809523809523,18.5,,,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,1926040,1497980,428060,50554,377506,63218,1862822,1565250,11103,32021,6639,92985,171778,64744,183319,75312,23165,102815,72631,110504,28864,102062,28743,204011,33837,121900,98817,297572,25242,32242,240088,59074,181014
2,Midwest,4,West North Central,KS,20,Kansas,2018,5,12.69619047619048,17.71809523809523,,,,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,1926040,1497980,428060,50554,377506,63218,1862822,1565250,11103,32021,6639,92985,171778,64744,183319,75312,23165,102815,72631,110504,28864,102062,28743,204011,33837,121900,98817,297572,25242,32242,240088,59074,181014
2,Midwest,4,West North Central,KS,20,Kansas,2018,6,12.69619047619048,17.71809523809523,38.1,,,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,1926040,1497980,428060,50554,377506,63218,1862822,1565250,11103,32021,6639,92985,171778,64744,183319,75312,23165,102815,72631,110504,28864,102062,28743,204011,33837,121900,98817,297572,25242,32242,240088,59074,181014
2,Midwest,4,West North Central,KS,20,Kansas,2018,7,12.69619047619048,17.71809523809523,38,,,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,1926040,1497980,428060,50554,377506,63218,1862822,1565250,11103,32021,6639,92985,171778,64744,183319,75312,23165,102815,72631,110504,28864,102062,28743,204011,33837,121900,98817,297572,25242,32242,240088,59074,181014
3,South,6,East South Central,KY,21,Kentucky,2018,1,21.40749999999999,30.40416666666668,36.8,,,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,6,East South Central,KY,21,Kentucky,2018,2,21.40749999999999,30.40416666666668,41.7,,,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,6,East South Central,KY,21,Kentucky,2018,3,21.40749999999999,30.40416666666668,,,,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,6,East South Central,KY,21,Kentucky,2018,4,21.40749999999999,30.40416666666668,,,,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,6,East South Central,KY,21,Kentucky,2018,5,21.40749999999999,30.40416666666668,,,,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,6,East South Central,KY,21,Kentucky,2018,6,21.40749999999999,30.40416666666668,29,,,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,6,East South Central,KY,21,Kentucky,2018,7,21.40749999999999,30.40416666666668,35.4,,,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,2544758,2024711,520047,67813,452234,83211,2461547,2107363,13522,15982,7100,129345,259593,80908,259707,133645,27573,110216,92731,117597,23898,156380,39912,275671,43082,185708,134793,354184,35425,44445,274314,99382,174932
3,South,7,West South Central,LA,22,Louisiana,2018,1,21.946875,30.73281250000001,33,,,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,2727693,2063260,664433,23527,640906,32371,2695322,2335307,18508,55162,9082,212971,146104,76725,275162,112914,29359,111319,123904,146726,28494,160450,55721,318300,54637,229403,170366,360015,31197,35635,293183,81015,212168
3,South,7,West South Central,LA,22,Louisiana,2018,2,21.946875,30.73281250000001,46.2,,,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,2727693,2063260,664433,23527,640906,32371,2695322,2335307,18508,55162,9082,212971,146104,76725,275162,112914,29359,111319,123904,146726,28494,160450,55721,318300,54637,229403,170366,360015,31197,35635,293183,81015,212168
3,South,7,West South Central,LA,22,Louisiana,2018,3,21.946875,30.73281250000001,40.4,,,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,2727693,2063260,664433,23527,640906,32371,2695322,2335307,18508,55162,9082,212971,146104,76725,275162,112914,29359,111319,123904,146726,28494,160450,55721,318300,54637,229403,170366,360015,31197,35635,293183,81015,212168
3,South,7,West South Central,LA,22,Louisiana,2018,4,21.946875,30.73281250000001,,,,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,2727693,2063260,664433,23527,640906,32371,2695322,2335307,18508,55162,9082,212971,146104,76725,275162,112914,29359,111319,123904,146726,28494,160450,55721,318300,54637,229403,170366,360015,31197,35635,293183,81015,212168
3,South,7,West South Central,LA,22,Louisiana,2018,5,21.946875,30.73281250000001,,,,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,2727693,2063260,664433,23527,640906,32371,2695322,2335307,18508,55162,9082,212971,146104,76725,275162,112914,29359,111319,123904,146726,28494,160450,55721,318300,54637,229403,170366,360015,31197,35635,293183,81015,212168
3,South,7,West South Central,LA,22,Louisiana,2018,6,21.946875,30.73281250000001,37.3,,,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,2727693,2063260,664433,23527,640906,32371,2695322,2335307,18508,55162,9082,212971,146104,76725,275162,112914,29359,111319,123904,146726,28494,160450,55721,318300,54637,229403,170366,360015,31197,35635,293183,81015,212168
3,South,7,West South Central,LA,22,Louisiana,2018,7,21.946875,30.73281250000001,29.9,,,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,2727693,2063260,664433,23527,640906,32371,2695322,2335307,18508,55162,9082,212971,146104,76725,275162,112914,29359,111319,123904,146726,28494,160450,55721,318300,54637,229403,170366,360015,31197,35635,293183,81015,212168
1,Northeast,1,New England,ME,23,Maine,2018,1,14.5875,20.58125,30.2,,,10.2,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649342,10.783684,-1.6187494,.65378326,4.3146701,4.9684534,44984,844922,645481,199441,6960,192481,10523,834399,726645,14639,796,1799,55873,57103,22018,98821,23030,9905,33905,35840,47863,11796,43820,22232,117675,22003,65049,42478,107754,15496,6758,85500,26332,59168
1,Northeast,1,New England,ME,23,Maine,2018,2,14.5875,20.58125,,,,10.2,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649342,10.783684,-1.6187494,.65378326,4.3146701,4.9684534,44984,844922,645481,199441,6960,192481,10523,834399,726645,14639,796,1799,55873,57103,22018,98821,23030,9905,33905,35840,47863,11796,43820,22232,117675,22003,65049,42478,107754,15496,6758,85500,26332,59168
1,Northeast,1,New England,ME,23,Maine,2018,3,14.5875,20.58125,43.3,,,10.2,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649342,10.783684,-1.6187494,.65378326,4.3146701,4.9684534,44984,844922,645481,199441,6960,192481,10523,834399,726645,14639,796,1799,55873,57103,22018,98821,23030,9905,33905,35840,47863,11796,43820,22232,117675,22003,65049,42478,107754,15496,6758,85500,26332,59168
1,Northeast,1,New England,ME,23,Maine,2018,4,14.5875,20.58125,,,,10.2,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649342,10.783684,-1.6187494,.65378326,4.3146701,4.9684534,44984,844922,645481,199441,6960,192481,10523,834399,726645,14639,796,1799,55873,57103,22018,98821,23030,9905,33905,35840,47863,11796,43820,22232,117675,22003,65049,42478,107754,15496,6758,85500,26332,59168
1,Northeast,1,New England,ME,23,Maine,2018,5,14.5875,20.58125,,,,10.2,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649342,10.783684,-1.6187494,.65378326,4.3146701,4.9684534,44984,844922,645481,199441,6960,192481,10523,834399,726645,14639,796,1799,55873,57103,22018,98821,23030,9905,33905,35840,47863,11796,43820,22232,117675,22003,65049,42478,107754,15496,6758,85500,26332,59168
1,Northeast,1,New England,ME,23,Maine,2018,6,14.5875,20.58125,35.5,,,10.2,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649342,10.783684,-1.6187494,.65378326,4.3146701,4.9684534,44984,844922,645481,199441,6960,192481,10523,834399,726645,14639,796,1799,55873,57103,22018,98821,23030,9905,33905,35840,47863,11796,43820,22232,117675,22003,65049,42478,107754,15496,6758,85500,26332,59168
1,Northeast,1,New England,ME,23,Maine,2018,7,14.5875,20.58125,20,,,10.2,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649342,10.783684,-1.6187494,.65378326,4.3146701,4.9684534,44984,844922,645481,199441,6960,192481,10523,834399,726645,14639,796,1799,55873,57103,22018,98821,23030,9905,33905,35840,47863,11796,43820,22232,117675,22003,65049,42478,107754,15496,6758,85500,26332,59168
3,South,5,South Atlantic,MD,24,Maryland,2018,1,11.475,16.7,28.8,,,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,3751324,2859504,891820,11044,880776,18090,3733234,3161050,6666,3141,10613,241175,120503,94800,342197,162183,49396,170342,188799,366869,31271,239672,109465,450138,95040,256856,221924,572184,174054,49575,348555,100484,248071
3,South,5,South Atlantic,MD,24,Maryland,2018,2,11.475,16.7,38.8,,,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,3751324,2859504,891820,11044,880776,18090,3733234,3161050,6666,3141,10613,241175,120503,94800,342197,162183,49396,170342,188799,366869,31271,239672,109465,450138,95040,256856,221924,572184,174054,49575,348555,100484,248071
3,South,5,South Atlantic,MD,24,Maryland,2018,3,11.475,16.7,41.1,,,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,3751324,2859504,891820,11044,880776,18090,3733234,3161050,6666,3141,10613,241175,120503,94800,342197,162183,49396,170342,188799,366869,31271,239672,109465,450138,95040,256856,221924,572184,174054,49575,348555,100484,248071
3,South,5,South Atlantic,MD,24,Maryland,2018,4,11.475,16.7,13.1,,,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,3751324,2859504,891820,11044,880776,18090,3733234,3161050,6666,3141,10613,241175,120503,94800,342197,162183,49396,170342,188799,366869,31271,239672,109465,450138,95040,256856,221924,572184,174054,49575,348555,100484,248071
3,South,5,South Atlantic,MD,24,Maryland,2018,5,11.475,16.7,,,,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,3751324,2859504,891820,11044,880776,18090,3733234,3161050,6666,3141,10613,241175,120503,94800,342197,162183,49396,170342,188799,366869,31271,239672,109465,450138,95040,256856,221924,572184,174054,49575,348555,100484,248071
3,South,5,South Atlantic,MD,24,Maryland,2018,6,11.475,16.7,31.2,,,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,3751324,2859504,891820,11044,880776,18090,3733234,3161050,6666,3141,10613,241175,120503,94800,342197,162183,49396,170342,188799,366869,31271,239672,109465,450138,95040,256856,221924,572184,174054,49575,348555,100484,248071
3,South,5,South Atlantic,MD,24,Maryland,2018,7,11.475,16.7,30.8,,,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,3751324,2859504,891820,11044,880776,18090,3733234,3161050,6666,3141,10613,241175,120503,94800,342197,162183,49396,170342,188799,366869,31271,239672,109465,450138,95040,256856,221924,572184,174054,49575,348555,100484,248071
1,Northeast,1,New England,MA,25,Massachusetts,2018,1,11.59285714285714,15.30714285714286,26.2,,,14.4,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723,8.5705404,1.718183,5.5815482,-3.9618921,1.6196561,60404,4854274,3777588,1076686,6194,1070492,10399,4843875,4378042,10187,2576,12455,258977,259980,138243,425670,177836,106715,286889,213822,487188,77499,251802,252327,700526,131118,334440,249792,465833,45978,19155,400700,126321,274379
1,Northeast,1,New England,MA,25,Massachusetts,2018,2,11.59285714285714,15.30714285714286,26.3,,,14.4,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723,8.5705404,1.718183,5.5815482,-3.9618921,1.6196561,60404,4854274,3777588,1076686,6194,1070492,10399,4843875,4378042,10187,2576,12455,258977,259980,138243,425670,177836,106715,286889,213822,487188,77499,251802,252327,700526,131118,334440,249792,465833,45978,19155,400700,126321,274379
1,Northeast,1,New England,MA,25,Massachusetts,2018,3,11.59285714285714,15.30714285714286,,,,14.4,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723,8.5705404,1.718183,5.5815482,-3.9618921,1.6196561,60404,4854274,3777588,1076686,6194,1070492,10399,4843875,4378042,10187,2576,12455,258977,259980,138243,425670,177836,106715,286889,213822,487188,77499,251802,252327,700526,131118,334440,249792,465833,45978,19155,400700,126321,274379
1,Northeast,1,New England,MA,25,Massachusetts,2018,4,11.59285714285714,15.30714285714286,7,,,14.4,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723,8.5705404,1.718183,5.5815482,-3.9618921,1.6196561,60404,4854274,3777588,1076686,6194,1070492,10399,4843875,4378042,10187,2576,12455,258977,259980,138243,425670,177836,106715,286889,213822,487188,77499,251802,252327,700526,131118,334440,249792,465833,45978,19155,400700,126321,274379
1,Northeast,1,New England,MA,25,Massachusetts,2018,5,11.59285714285714,15.30714285714286,,,,14.4,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723,8.5705404,1.718183,5.5815482,-3.9618921,1.6196561,60404,4854274,3777588,1076686,6194,1070492,10399,4843875,4378042,10187,2576,12455,258977,259980,138243,425670,177836,106715,286889,213822,487188,77499,251802,252327,700526,131118,334440,249792,465833,45978,19155,400700,126321,274379
1,Northeast,1,New England,MA,25,Massachusetts,2018,6,11.59285714285714,15.30714285714286,40,,,14.4,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723,8.5705404,1.718183,5.5815482,-3.9618921,1.6196561,60404,4854274,3777588,1076686,6194,1070492,10399,4843875,4378042,10187,2576,12455,258977,259980,138243,425670,177836,106715,286889,213822,487188,77499,251802,252327,700526,131118,334440,249792,465833,45978,19155,400700,126321,274379
1,Northeast,1,New England,MA,25,Massachusetts,2018,7,11.59285714285714,15.30714285714286,30.6,,,14.4,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723,8.5705404,1.718183,5.5815482,-3.9618921,1.6196561,60404,4854274,3777588,1076686,6194,1070492,10399,4843875,4378042,10187,2576,12455,258977,259980,138243,425670,177836,106715,286889,213822,487188,77499,251802,252327,700526,131118,334440,249792,465833,45978,19155,400700,126321,274379
2,Midwest,3,East North Central,MI,26,Michigan,2018,1,15.51686746987952,23.49277108433736,32.5,,,13.6,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.061279,9.6466503,1.4146283,1.3674272,-1.6674695,-.3000423,48028,5713384,4498209,1215175,41580,1173595,63613,5649771,5035285,17315,13285,20877,275570,655234,188406,567156,191620,70937,255331,258664,419683,76598,380883,104959,685173,111565,409212,332817,614486,52359,17357,544770,186847,357923
2,Midwest,3,East North Central,MI,26,Michigan,2018,2,15.51686746987952,23.49277108433736,40,,,13.6,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.061279,9.6466503,1.4146283,1.3674272,-1.6674695,-.3000423,48028,5713384,4498209,1215175,41580,1173595,63613,5649771,5035285,17315,13285,20877,275570,655234,188406,567156,191620,70937,255331,258664,419683,76598,380883,104959,685173,111565,409212,332817,614486,52359,17357,544770,186847,357923
2,Midwest,3,East North Central,MI,26,Michigan,2018,3,15.51686746987952,23.49277108433736,32.5,,,13.6,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.061279,9.6466503,1.4146283,1.3674272,-1.6674695,-.3000423,48028,5713384,4498209,1215175,41580,1173595,63613,5649771,5035285,17315,13285,20877,275570,655234,188406,567156,191620,70937,255331,258664,419683,76598,380883,104959,685173,111565,409212,332817,614486,52359,17357,544770,186847,357923
2,Midwest,3,East North Central,MI,26,Michigan,2018,4,15.51686746987952,23.49277108433736,8.5,,,13.6,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.061279,9.6466503,1.4146283,1.3674272,-1.6674695,-.3000423,48028,5713384,4498209,1215175,41580,1173595,63613,5649771,5035285,17315,13285,20877,275570,655234,188406,567156,191620,70937,255331,258664,419683,76598,380883,104959,685173,111565,409212,332817,614486,52359,17357,544770,186847,357923
2,Midwest,3,East North Central,MI,26,Michigan,2018,5,15.51686746987952,23.49277108433736,,,,13.6,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.061279,9.6466503,1.4146283,1.3674272,-1.6674695,-.3000423,48028,5713384,4498209,1215175,41580,1173595,63613,5649771,5035285,17315,13285,20877,275570,655234,188406,567156,191620,70937,255331,258664,419683,76598,380883,104959,685173,111565,409212,332817,614486,52359,17357,544770,186847,357923
2,Midwest,3,East North Central,MI,26,Michigan,2018,6,15.51686746987952,23.49277108433736,34,,,13.6,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.061279,9.6466503,1.4146283,1.3674272,-1.6674695,-.3000423,48028,5713384,4498209,1215175,41580,1173595,63613,5649771,5035285,17315,13285,20877,275570,655234,188406,567156,191620,70937,255331,258664,419683,76598,380883,104959,685173,111565,409212,332817,614486,52359,17357,544770,186847,357923
2,Midwest,3,East North Central,MI,26,Michigan,2018,7,15.51686746987952,23.49277108433736,34.4,,,13.6,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.061279,9.6466503,1.4146283,1.3674272,-1.6674695,-.3000423,48028,5713384,4498209,1215175,41580,1173595,63613,5649771,5035285,17315,13285,20877,275570,655234,188406,567156,191620,70937,255331,258664,419683,76598,380883,104959,685173,111565,409212,332817,614486,52359,17357,544770,186847,357923
2,Midwest,4,West North Central,MN,27,Minnesota,2018,1,10.72413793103448,14.6344827586207,30,,,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,3776390,3019075,757315,59735,697580,74634,3701756,3273774,14354,9211,12990,180544,338136,140747,363580,145030,57929,221029,149182,244595,86000,171237,92243,512762,94373,241202,198630,427982,32121,19647,376214,94709,281505
2,Midwest,4,West North Central,MN,27,Minnesota,2018,2,10.72413793103448,14.6344827586207,32.4,,,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,3776390,3019075,757315,59735,697580,74634,3701756,3273774,14354,9211,12990,180544,338136,140747,363580,145030,57929,221029,149182,244595,86000,171237,92243,512762,94373,241202,198630,427982,32121,19647,376214,94709,281505
2,Midwest,4,West North Central,MN,27,Minnesota,2018,3,10.72413793103448,14.6344827586207,48.6,,,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,3776390,3019075,757315,59735,697580,74634,3701756,3273774,14354,9211,12990,180544,338136,140747,363580,145030,57929,221029,149182,244595,86000,171237,92243,512762,94373,241202,198630,427982,32121,19647,376214,94709,281505
2,Midwest,4,West North Central,MN,27,Minnesota,2018,4,10.72413793103448,14.6344827586207,20,,,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,3776390,3019075,757315,59735,697580,74634,3701756,3273774,14354,9211,12990,180544,338136,140747,363580,145030,57929,221029,149182,244595,86000,171237,92243,512762,94373,241202,198630,427982,32121,19647,376214,94709,281505
2,Midwest,4,West North Central,MN,27,Minnesota,2018,5,10.72413793103448,14.6344827586207,,,,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,3776390,3019075,757315,59735,697580,74634,3701756,3273774,14354,9211,12990,180544,338136,140747,363580,145030,57929,221029,149182,244595,86000,171237,92243,512762,94373,241202,198630,427982,32121,19647,376214,94709,281505
2,Midwest,4,West North Central,MN,27,Minnesota,2018,6,10.72413793103448,14.6344827586207,35.2,,,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,3776390,3019075,757315,59735,697580,74634,3701756,3273774,14354,9211,12990,180544,338136,140747,363580,145030,57929,221029,149182,244595,86000,171237,92243,512762,94373,241202,198630,427982,32121,19647,376214,94709,281505
2,Midwest,4,West North Central,MN,27,Minnesota,2018,7,10.72413793103448,14.6344827586207,32.8,,,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,3776390,3019075,757315,59735,697580,74634,3701756,3273774,14354,9211,12990,180544,338136,140747,363580,145030,57929,221029,149182,244595,86000,171237,92243,512762,94373,241202,198630,427982,32121,19647,376214,94709,281505
3,South,6,East South Central,MS,28,Mississippi,2018,1,25.22439024390243,35.65243902439023,36.2,,,12.79999999999998,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.34,10.588103,1.7518967,.67442495,-4.9501386,-4.2757134,41051,1601728,1217171,384557,29914,354643,39076,1562652,1292856,15124,10626,8300,84259,150849,38825,170395,67468,14409,59582,54351,58714,13826,104376,25173,161645,20389,136850,97695,269796,25194,26842,217760,64283,153477
