division_code,division_name,region_code_,region_name_,state_abbr,state_code,state_name,year,obese_pct_1,obese_pct_2,obese_pct_3,obese_pct_4,obese_pct_5,obese_pct_6,highbloodpress_pct_1,highbloodpress_pct_2,highbloodpress_pct_3,highbloodpress_pct_4,highbloodpress_pct_5,highbloodpress_pct_6,diabetes_pct_1,diabetes_pct_2,diabetes_pct_3,diabetes_pct_4,diabetes_pct_5,diabetes_pct_6,povrate15_1,childpovrate15_1,foodinsec_15_17_1,popestimate_1,npopchg_1,births_1,deaths_1,naturalinc_1,internationalmig_1,domesticmig_1,netmig_1,residual_1,rbirth_1,rdeath_1,rnaturalinc_1,rinternationalmig_1,rdomesticmig_1,rnetmig_1,percap_real_inc_1,povrate15_2,childpovrate15_2,foodinsec_15_17_2,popestimate_2,npopchg_2,births_2,deaths_2,naturalinc_2,internationalmig_2,domesticmig_2,netmig_2,residual_2,rbirth_2,rdeath_2,rnaturalinc_2,rinternationalmig_2,rdomesticmig_2,rnetmig_2,percap_real_inc_2,povrate15_3,childpovrate15_3,foodinsec_15_17_3,popestimate_3,npopchg_3,births_3,deaths_3,naturalinc_3,internationalmig_3,domesticmig_3,netmig_3,residual_3,rbirth_3,rdeath_3,rnaturalinc_3,rinternationalmig_3,rdomesticmig_3,rnetmig_3,percap_real_inc_3,povrate15_4,childpovrate15_4,foodinsec_15_17_4,popestimate_4,npopchg_4,births_4,deaths_4,naturalinc_4,internationalmig_4,domesticmig_4,netmig_4,residual_4,rbirth_4,rdeath_4,rnaturalinc_4,rinternationalmig_4,rdomesticmig_4,rnetmig_4,percap_real_inc_4,povrate15_5,childpovrate15_5,foodinsec_15_17_5,popestimate_5,npopchg_5,births_5,deaths_5,naturalinc_5,internationalmig_5,domesticmig_5,netmig_5,residual_5,rbirth_5,rdeath_5,rnaturalinc_5,rinternationalmig_5,rdomesticmig_5,rnetmig_5,percap_real_inc_5,povrate15_6,childpovrate15_6,foodinsec_15_17_6,popestimate_6,npopchg_6,births_6,deaths_6,naturalinc_6,internationalmig_6,domesticmig_6,netmig_6,residual_6,rbirth_6,rdeath_6,rnaturalinc_6,rinternationalmig_6,rdomesticmig_6,rnetmig_6,percap_real_inc_6
8,Mountain,4,West,ID,16,Idaho,2018,10.7,27.8,31,36.4,31.8,29,,,,,,,,,,,,,15.15227272727273,20.55454545454546,10.5,1750536,32821,22054,13451,8603,122,24020,24142,76,12.717649,7.7566476,4.9610019,.070352465,13.851362,13.921715,44926,15.15227272727273,20.55454545454546,10.5,1750536,32821,22054,13451,8603,122,24020,24142,76,12.717649,7.7566476,4.9610019,.070352465,13.851362,13.921715,44926,15.15227272727273,20.55454545454546,10.5,1750536,32821,22054,13451,8603,122,24020,24142,76,12.717649,7.7566476,4.9610019,.070352465,13.851362,13.921715,44926,15.15227272727273,20.55454545454546,10.5,1750536,32821,22054,13451,8603,122,24020,24142,76,12.717649,7.7566476,4.9610019,.070352465,13.851362,13.921715,44926,15.15227272727273,20.55454545454546,10.5,1750536,32821,22054,13451,8603,122,24020,24142,76,12.717649,7.7566476,4.9610019,.070352465,13.851362,13.921715,44926,15.15227272727273,20.55454545454546,10.5,1750536,32821,22054,13451,8603,122,24020,24142,76,12.717649,7.7566476,4.9610019,.070352465,13.851362,13.921715,44926
8,Mountain,4,West,ID,16,Idaho,2019,19.2,29.1,30.2,34.2,33.3,29.1,9,12.4,21.1,33.1,40,56.6,,,6,11.7,13.2,22.4,15.15227272727273,20.55454545454546,10.5,1787065,36529,22220,13308,8912,167,27360,27527,90,12.562185,7.5237427,5.0384426,.094414264,15.468109,15.562524,45595,15.15227272727273,20.55454545454546,10.5,1787065,36529,22220,13308,8912,167,27360,27527,90,12.562185,7.5237427,5.0384426,.094414264,15.468109,15.562524,45595,15.15227272727273,20.55454545454546,10.5,1787065,36529,22220,13308,8912,167,27360,27527,90,12.562185,7.5237427,5.0384426,.094414264,15.468109,15.562524,45595,15.15227272727273,20.55454545454546,10.5,1787065,36529,22220,13308,8912,167,27360,27527,90,12.562185,7.5237427,5.0384426,.094414264,15.468109,15.562524,45595,15.15227272727273,20.55454545454546,10.5,1787065,36529,22220,13308,8912,167,27360,27527,90,12.562185,7.5237427,5.0384426,.094414264,15.468109,15.562524,45595,15.15227272727273,20.55454545454546,10.5,1787065,36529,22220,13308,8912,167,27360,27527,90,12.562185,7.5237427,5.0384426,.094414264,15.468109,15.562524,45595
8,Mountain,4,West,MT,30,Montana,2017,14.2,22.3,29.1,31.4,30.1,23.1,5.8,9.199999999999999,21.1,27.3,39.3,52.4,,,3.5,7.6,12.6,15.3,15.30892857142857,20.88392857142856,11.39999999999999,1052482,11623,12194,10260,1934,949,8699,9648,41,11.650276,9.8025122,1.8477639,.90668458,8.3111162,9.2178011,46827,15.30892857142857,20.88392857142856,11.39999999999999,1052482,11623,12194,10260,1934,949,8699,9648,41,11.650276,9.8025122,1.8477639,.90668458,8.3111162,9.2178011,46827,15.30892857142857,20.88392857142856,11.39999999999999,1052482,11623,12194,10260,1934,949,8699,9648,41,11.650276,9.8025122,1.8477639,.90668458,8.3111162,9.2178011,46827,15.30892857142857,20.88392857142856,11.39999999999999,1052482,11623,12194,10260,1934,949,8699,9648,41,11.650276,9.8025122,1.8477639,.90668458,8.3111162,9.2178011,46827,15.30892857142857,20.88392857142856,11.39999999999999,1052482,11623,12194,10260,1934,949,8699,9648,41,11.650276,9.8025122,1.8477639,.90668458,8.3111162,9.2178011,46827,15.30892857142857,20.88392857142856,11.39999999999999,1052482,11623,12194,10260,1934,949,8699,9648,41,11.650276,9.8025122,1.8477639,.90668458,8.3111162,9.2178011,46827
8,Mountain,4,West,MT,30,Montana,2018,11.6,28.9,29.2,31.7,33.6,24.1,,,,,,,,,,,,,15.30892857142857,20.88392857142856,11.39999999999999,1060665,8183,11552,9666,1886,288,5996,6284,13,10.933456,9.1484404,1.7850155,.27257925,5.6749482,5.9475274,48140,15.30892857142857,20.88392857142856,11.39999999999999,1060665,8183,11552,9666,1886,288,5996,6284,13,10.933456,9.1484404,1.7850155,.27257925,5.6749482,5.9475274,48140,15.30892857142857,20.88392857142856,11.39999999999999,1060665,8183,11552,9666,1886,288,5996,6284,13,10.933456,9.1484404,1.7850155,.27257925,5.6749482,5.9475274,48140,15.30892857142857,20.88392857142856,11.39999999999999,1060665,8183,11552,9666,1886,288,5996,6284,13,10.933456,9.1484404,1.7850155,.27257925,5.6749482,5.9475274,48140,15.30892857142857,20.88392857142856,11.39999999999999,1060665,8183,11552,9666,1886,288,5996,6284,13,10.933456,9.1484404,1.7850155,.27257925,5.6749482,5.9475274,48140,15.30892857142857,20.88392857142856,11.39999999999999,1060665,8183,11552,9666,1886,288,5996,6284,13,10.933456,9.1484404,1.7850155,.27257925,5.6749482,5.9475274,48140
8,Mountain,4,West,MT,30,Montana,2019,17.3,23.9,29.4,33.7,33.2,29.5,8.4,11,16.8,28.6,37.4,54.4,,,2.8,8.6,11.8,14.9,15.30892857142857,20.88392857142856,11.39999999999999,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,48625,15.30892857142857,20.88392857142856,11.39999999999999,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,48625,15.30892857142857,20.88392857142856,11.39999999999999,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,48625,15.30892857142857,20.88392857142856,11.39999999999999,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,48625,15.30892857142857,20.88392857142856,11.39999999999999,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,48625,15.30892857142857,20.88392857142856,11.39999999999999,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,48625
8,Mountain,4,West,NM,35,New Mexico,2017,17.1,30.4,34.3,34.7,33,21.6,6.2,14.1,20.9,31.9,43.6,53.2,,,6.7,12.1,15.4,20.1,21.17575757575758,30.28181818181819,8.599999999999998,2091784,154,24131,18527,5604,2076,-7499,-5423,-27,11.53651,8.8573589,2.6791515,.99249083,-3.5851102,-2.5926194,40984,21.17575757575758,30.28181818181819,8.599999999999998,2091784,154,24131,18527,5604,2076,-7499,-5423,-27,11.53651,8.8573589,2.6791515,.99249083,-3.5851102,-2.5926194,40984,21.17575757575758,30.28181818181819,8.599999999999998,2091784,154,24131,18527,5604,2076,-7499,-5423,-27,11.53651,8.8573589,2.6791515,.99249083,-3.5851102,-2.5926194,40984,21.17575757575758,30.28181818181819,8.599999999999998,2091784,154,24131,18527,5604,2076,-7499,-5423,-27,11.53651,8.8573589,2.6791515,.99249083,-3.5851102,-2.5926194,40984,21.17575757575758,30.28181818181819,8.599999999999998,2091784,154,24131,18527,5604,2076,-7499,-5423,-27,11.53651,8.8573589,2.6791515,.99249083,-3.5851102,-2.5926194,40984,21.17575757575758,30.28181818181819,8.599999999999998,2091784,154,24131,18527,5604,2076,-7499,-5423,-27,11.53651,8.8573589,2.6791515,.99249083,-3.5851102,-2.5926194,40984
8,Mountain,4,West,NM,35,New Mexico,2018,25.8,35.5,36.4,39.7,33.8,24.9,,,,,,,,,,,,,21.17575757575758,30.28181818181819,8.599999999999998,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185977,8.877471,2.3085058,.68681633,-2.5063777,-1.8195614,42710,21.17575757575758,30.28181818181819,8.599999999999998,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185977,8.877471,2.3085058,.68681633,-2.5063777,-1.8195614,42710,21.17575757575758,30.28181818181819,8.599999999999998,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185977,8.877471,2.3085058,.68681633,-2.5063777,-1.8195614,42710,21.17575757575758,30.28181818181819,8.599999999999998,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185977,8.877471,2.3085058,.68681633,-2.5063777,-1.8195614,42710,21.17575757575758,30.28181818181819,8.599999999999998,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185977,8.877471,2.3085058,.68681633,-2.5063777,-1.8195614,42710,21.17575757575758,30.28181818181819,8.599999999999998,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185977,8.877471,2.3085058,.68681633,-2.5063777,-1.8195614,42710
8,Mountain,4,West,NM,35,New Mexico,2019,22.5,38.1,32.9,39.7,33.5,24.9,5,15.6,19.6,32.8,41.9,57.9,,2.9,7.8,12.5,19,22.9,21.17575757575758,30.28181818181819,8.599999999999998,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,43487,21.17575757575758,30.28181818181819,8.599999999999998,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,43487,21.17575757575758,30.28181818181819,8.599999999999998,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,43487,21.17575757575758,30.28181818181819,8.599999999999998,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,43487,21.17575757575758,30.28181818181819,8.599999999999998,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,43487,21.17575757575758,30.28181818181819,8.599999999999998,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,43487
8,Mountain,4,West,NV,32,Nevada,2017,17.4,28.9,25.3,32.6,27.4,25,,14.9,14.9,36,52.8,60.4,,,,12,19.1,21.8,13.30588235294118,19.3,9,2969905,52342,36152,24504,11648,2679,37822,40501,193,12.281001,8.3241215,3.9568791,.91006863,12.848308,13.758376,47083,13.30588235294118,19.3,9,2969905,52342,36152,24504,11648,2679,37822,40501,193,12.281001,8.3241215,3.9568791,.91006863,12.848308,13.758376,47083,13.30588235294118,19.3,9,2969905,52342,36152,24504,11648,2679,37822,40501,193,12.281001,8.3241215,3.9568791,.91006863,12.848308,13.758376,47083,13.30588235294118,19.3,9,2969905,52342,36152,24504,11648,2679,37822,40501,193,12.281001,8.3241215,3.9568791,.91006863,12.848308,13.758376,47083,13.30588235294118,19.3,9,2969905,52342,36152,24504,11648,2679,37822,40501,193,12.281001,8.3241215,3.9568791,.91006863,12.848308,13.758376,47083,13.30588235294118,19.3,9,2969905,52342,36152,24504,11648,2679,37822,40501,193,12.281001,8.3241215,3.9568791,.91006863,12.848308,13.758376,47083
8,Mountain,4,West,NV,32,Nevada,2018,10.2,29.6,34.2,37.6,31.3,28,,,,,,,,,,,,,13.30588235294118,19.3,9,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464,8.385849,3.5196154,-.3308185,15.890627,15.559809,47929,13.30588235294118,19.3,9,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464,8.385849,3.5196154,-.3308185,15.890627,15.559809,47929,13.30588235294118,19.3,9,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464,8.385849,3.5196154,-.3308185,15.890627,15.559809,47929,13.30588235294118,19.3,9,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464,8.385849,3.5196154,-.3308185,15.890627,15.559809,47929,13.30588235294118,19.3,9,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464,8.385849,3.5196154,-.3308185,15.890627,15.559809,47929,13.30588235294118,19.3,9,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464,8.385849,3.5196154,-.3308185,15.890627,15.559809,47929
8,Mountain,4,West,NV,32,Nevada,2019,17.7,29.8,34.8,35.5,33.4,28.6,12.3,12.6,21.2,36.1,44.9,58.2,,,8.300000000000001,9.4,18.2,21.6,13.30588235294118,19.3,9,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,48039,13.30588235294118,19.3,9,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,48039,13.30588235294118,19.3,9,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,48039,13.30588235294118,19.3,9,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,48039,13.30588235294118,19.3,9,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,48039,13.30588235294118,19.3,9,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,48039
8,Mountain,4,West,UT,49,Utah,2017,13.3,21.6,28.4,30,33.7,26.8,6.1,10.3,16.6,26.1,40.7,56.3,,1.4,2.5,8.6,12.3,20.6,12.08965517241379,15.92068965517242,10.69999999999999,3101042,59174,49761,17861,31900,8898,18329,27227,47,16.201117,5.8151593,10.385957,2.8969984,5.9675303,8.8645287,43897,12.08965517241379,15.92068965517242,10.69999999999999,3101042,59174,49761,17861,31900,8898,18329,27227,47,16.201117,5.8151593,10.385957,2.8969984,5.9675303,8.8645287,43897,12.08965517241379,15.92068965517242,10.69999999999999,3101042,59174,49761,17861,31900,8898,18329,27227,47,16.201117,5.8151593,10.385957,2.8969984,5.9675303,8.8645287,43897,12.08965517241379,15.92068965517242,10.69999999999999,3101042,59174,49761,17861,31900,8898,18329,27227,47,16.201117,5.8151593,10.385957,2.8969984,5.9675303,8.8645287,43897,12.08965517241379,15.92068965517242,10.69999999999999,3101042,59174,49761,17861,31900,8898,18329,27227,47,16.201117,5.8151593,10.385957,2.8969984,5.9675303,8.8645287,43897,12.08965517241379,15.92068965517242,10.69999999999999,3101042,59174,49761,17861,31900,8898,18329,27227,47,16.201117,5.8151593,10.385957,2.8969984,5.9675303,8.8645287,43897
8,Mountain,4,West,UT,49,Utah,2018,16.9,25.6,29.5,34,32.8,29.2,,,,,,,,,,,,,12.08965517241379,15.92068965517242,10.69999999999999,3153550,52508,48349,17695,30654,5758,16083,21841,13,15.460321,5.6582427,9.8020782,1.8412073,5.1427813,6.9839888,45427,12.08965517241379,15.92068965517242,10.69999999999999,3153550,52508,48349,17695,30654,5758,16083,21841,13,15.460321,5.6582427,9.8020782,1.8412073,5.1427813,6.9839888,45427,12.08965517241379,15.92068965517242,10.69999999999999,3153550,52508,48349,17695,30654,5758,16083,21841,13,15.460321,5.6582427,9.8020782,1.8412073,5.1427813,6.9839888,45427,12.08965517241379,15.92068965517242,10.69999999999999,3153550,52508,48349,17695,30654,5758,16083,21841,13,15.460321,5.6582427,9.8020782,1.8412073,5.1427813,6.9839888,45427,12.08965517241379,15.92068965517242,10.69999999999999,3153550,52508,48349,17695,30654,5758,16083,21841,13,15.460321,5.6582427,9.8020782,1.8412073,5.1427813,6.9839888,45427,12.08965517241379,15.92068965517242,10.69999999999999,3153550,52508,48349,17695,30654,5758,16083,21841,13,15.460321,5.6582427,9.8020782,1.8412073,5.1427813,6.9839888,45427
8,Mountain,4,West,UT,49,Utah,2019,16.3,27.4,33,35.1,34.7,30.1,7.4,11.4,19.8,28.7,39.8,54.8,2.4,1.4,5.1,7.9,15.1,19.7,12.08965517241379,15.92068965517242,10.69999999999999,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,46385,12.08965517241379,15.92068965517242,10.69999999999999,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,46385,12.08965517241379,15.92068965517242,10.69999999999999,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,46385,12.08965517241379,15.92068965517242,10.69999999999999,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,46385,12.08965517241379,15.92068965517242,10.69999999999999,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,46385,12.08965517241379,15.92068965517242,10.69999999999999,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,46385
8,Mountain,4,West,WY,56,Wyoming,2017,13,24.2,33.3,37.7,33.4,28.6,7,11.9,21,30.8,43.2,58.7,,,4.9,11.8,13.7,18.2,10.51739130434783,13.31304347826087,13.19999999999999,578931,-5284,7179,4754,2425,605,-8353,-7748,39,12.344109,8.1743822,4.1697259,1.0402821,-14.362771,-13.322489,56969,10.51739130434783,13.31304347826087,13.19999999999999,578931,-5284,7179,4754,2425,605,-8353,-7748,39,12.344109,8.1743822,4.1697259,1.0402821,-14.362771,-13.322489,56969,10.51739130434783,13.31304347826087,13.19999999999999,578931,-5284,7179,4754,2425,605,-8353,-7748,39,12.344109,8.1743822,4.1697259,1.0402821,-14.362771,-13.322489,56969,10.51739130434783,13.31304347826087,13.19999999999999,578931,-5284,7179,4754,2425,605,-8353,-7748,39,12.344109,8.1743822,4.1697259,1.0402821,-14.362771,-13.322489,56969,10.51739130434783,13.31304347826087,13.19999999999999,578931,-5284,7179,4754,2425,605,-8353,-7748,39,12.344109,8.1743822,4.1697259,1.0402821,-14.362771,-13.322489,56969,10.51739130434783,13.31304347826087,13.19999999999999,578931,-5284,7179,4754,2425,605,-8353,-7748,39,12.344109,8.1743822,4.1697259,1.0402821,-14.362771,-13.322489,56969
8,Mountain,4,West,WY,56,Wyoming,2018,12,22.2,37.4,39.9,34,26.4,,,,,,,,,,,,,10.51739130434783,13.31304347826087,13.19999999999999,577601,-1330,6714,4732,1982,516,-3827,-3311,-1,11.610574,8.1830854,3.4274883,.8923229,-6.6180615,-5.7257385,60984,10.51739130434783,13.31304347826087,13.19999999999999,577601,-1330,6714,4732,1982,516,-3827,-3311,-1,11.610574,8.1830854,3.4274883,.8923229,-6.6180615,-5.7257385,60984,10.51739130434783,13.31304347826087,13.19999999999999,577601,-1330,6714,4732,1982,516,-3827,-3311,-1,11.610574,8.1830854,3.4274883,.8923229,-6.6180615,-5.7257385,60984,10.51739130434783,13.31304347826087,13.19999999999999,577601,-1330,6714,4732,1982,516,-3827,-3311,-1,11.610574,8.1830854,3.4274883,.8923229,-6.6180615,-5.7257385,60984,10.51739130434783,13.31304347826087,13.19999999999999,577601,-1330,6714,4732,1982,516,-3827,-3311,-1,11.610574,8.1830854,3.4274883,.8923229,-6.6180615,-5.7257385,60984,10.51739130434783,13.31304347826087,13.19999999999999,577601,-1330,6714,4732,1982,516,-3827,-3311,-1,11.610574,8.1830854,3.4274883,.8923229,-6.6180615,-5.7257385,60984
8,Mountain,4,West,WY,56,Wyoming,2019,20.6,25.6,32.3,37.2,32.5,28.7,9,10,20.7,29.7,42,57.7,,,,8.699999999999999,8.4,19.2,10.51739130434783,13.31304347826087,13.19999999999999,578759,1158,6601,4971,1630,538,-1012,-474,2,11.41686,8.5976686,2.8191912,.93050605,-1.75032,-.81981391,61266,10.51739130434783,13.31304347826087,13.19999999999999,578759,1158,6601,4971,1630,538,-1012,-474,2,11.41686,8.5976686,2.8191912,.93050605,-1.75032,-.81981391,61266,10.51739130434783,13.31304347826087,13.19999999999999,578759,1158,6601,4971,1630,538,-1012,-474,2,11.41686,8.5976686,2.8191912,.93050605,-1.75032,-.81981391,61266,10.51739130434783,13.31304347826087,13.19999999999999,578759,1158,6601,4971,1630,538,-1012,-474,2,11.41686,8.5976686,2.8191912,.93050605,-1.75032,-.81981391,61266,10.51739130434783,13.31304347826087,13.19999999999999,578759,1158,6601,4971,1630,538,-1012,-474,2,11.41686,8.5976686,2.8191912,.93050605,-1.75032,-.81981391,61266,10.51739130434783,13.31304347826087,13.19999999999999,578759,1158,6601,4971,1630,538,-1012,-474,2,11.41686,8.5976686,2.8191912,.93050605,-1.75032,-.81981391,61266
9,Pacific,4,West,AK,2,Alaska,2017,23,31.4,41.5,37.7,36.2,34.8,13,14.5,24.6,40.2,43.4,59.4,,,5.8,7.9,12.2,18.6,13.08571428571429,18.16428571428571,11.6,739700,-1756,10803,4463,6340,2612,-10753,-8141,45,14.587255,6.0263739,8.5608807,3.5269749,-14.51974,-10.992765,51343,13.08571428571429,18.16428571428571,11.6,739700,-1756,10803,4463,6340,2612,-10753,-8141,45,14.587255,6.0263739,8.5608807,3.5269749,-14.51974,-10.992765,51343,13.08571428571429,18.16428571428571,11.6,739700,-1756,10803,4463,6340,2612,-10753,-8141,45,14.587255,6.0263739,8.5608807,3.5269749,-14.51974,-10.992765,51343,13.08571428571429,18.16428571428571,11.6,739700,-1756,10803,4463,6340,2612,-10753,-8141,45,14.587255,6.0263739,8.5608807,3.5269749,-14.51974,-10.992765,51343,13.08571428571429,18.16428571428571,11.6,739700,-1756,10803,4463,6340,2612,-10753,-8141,45,14.587255,6.0263739,8.5608807,3.5269749,-14.51974,-10.992765,51343,13.08571428571429,18.16428571428571,11.6,739700,-1756,10803,4463,6340,2612,-10753,-8141,45,14.587255,6.0263739,8.5608807,3.5269749,-14.51974,-10.992765,51343
9,Pacific,4,West,AK,2,Alaska,2018,21.2,29.3,29.8,34.2,33.4,27.2,,,,,,,,,,,,,13.08571428571429,18.16428571428571,11.6,735139,-4561,10284,4664,5620,537,-10757,-10220,39,13.945929,6.3247581,7.621171,.7282151,-14.587355,-13.859139,52983,13.08571428571429,18.16428571428571,11.6,735139,-4561,10284,4664,5620,537,-10757,-10220,39,13.945929,6.3247581,7.621171,.7282151,-14.587355,-13.859139,52983,13.08571428571429,18.16428571428571,11.6,735139,-4561,10284,4664,5620,537,-10757,-10220,39,13.945929,6.3247581,7.621171,.7282151,-14.587355,-13.859139,52983,13.08571428571429,18.16428571428571,11.6,735139,-4561,10284,4664,5620,537,-10757,-10220,39,13.945929,6.3247581,7.621171,.7282151,-14.587355,-13.859139,52983,13.08571428571429,18.16428571428571,11.6,735139,-4561,10284,4664,5620,537,-10757,-10220,39,13.945929,6.3247581,7.621171,.7282151,-14.587355,-13.859139,52983,13.08571428571429,18.16428571428571,11.6,735139,-4561,10284,4664,5620,537,-10757,-10220,39,13.945929,6.3247581,7.621171,.7282151,-14.587355,-13.859139,52983
9,Pacific,4,West,AK,2,Alaska,2019,15.4,26.8,35.9,42.3,30.8,30.2,,18.8,26.8,35.7,45.1,60.3,,,,8.800000000000001,12.6,16.4,13.08571428571429,18.16428571428571,11.6,731545,-3594,10031,4819,5212,659,-9482,-8823,17,13.678474,6.5712862,7.1071887,.89862573,-12.929847,-12.031221,54629,13.08571428571429,18.16428571428571,11.6,731545,-3594,10031,4819,5212,659,-9482,-8823,17,13.678474,6.5712862,7.1071887,.89862573,-12.929847,-12.031221,54629,13.08571428571429,18.16428571428571,11.6,731545,-3594,10031,4819,5212,659,-9482,-8823,17,13.678474,6.5712862,7.1071887,.89862573,-12.929847,-12.031221,54629,13.08571428571429,18.16428571428571,11.6,731545,-3594,10031,4819,5212,659,-9482,-8823,17,13.678474,6.5712862,7.1071887,.89862573,-12.929847,-12.031221,54629,13.08571428571429,18.16428571428571,11.6,731545,-3594,10031,4819,5212,659,-9482,-8823,17,13.678474,6.5712862,7.1071887,.89862573,-12.929847,-12.031221,54629,13.08571428571429,18.16428571428571,11.6,731545,-3594,10031,4819,5212,659,-9482,-8823,17,13.678474,6.5712862,7.1071887,.89862573,-12.929847,-12.031221,54629
9,Pacific,4,West,CA,6,California,2017,12.7,22.6,25.4,31.6,31.8,24.2,6.4,9,17.5,29.5,45.9,57.7,,1.8,4.3,11.3,18.6,23.9,16.29482758620689,22.24655172413792,11.2,39358497,191380,481943,265241,216702,112814,-137546,-24732,-590,12.274797,6.755528,5.519269,2.8733046,-3.5032136,-.6299091,49512,16.29482758620689,22.24655172413792,11.2,39358497,191380,481943,265241,216702,112814,-137546,-24732,-590,12.274797,6.755528,5.519269,2.8733046,-3.5032136,-.6299091,49512,16.29482758620689,22.24655172413792,11.2,39358497,191380,481943,265241,216702,112814,-137546,-24732,-590,12.274797,6.755528,5.519269,2.8733046,-3.5032136,-.6299091,49512,16.29482758620689,22.24655172413792,11.2,39358497,191380,481943,265241,216702,112814,-137546,-24732,-590,12.274797,6.755528,5.519269,2.8733046,-3.5032136,-.6299091,49512,16.29482758620689,22.24655172413792,11.2,39358497,191380,481943,265241,216702,112814,-137546,-24732,-590,12.274797,6.755528,5.519269,2.8733046,-3.5032136,-.6299091,49512,16.29482758620689,22.24655172413792,11.2,39358497,191380,481943,265241,216702,112814,-137546,-24732,-590,12.274797,6.755528,5.519269,2.8733046,-3.5032136,-.6299091,49512
